testBody
{"firmware":"0.53","device":"9C-4F-68-7E-5D-6B","lat":51.7419091,"lon":111.9603596}
{"firmware":"1.9","device":"EF-49-8A-19-28-29","lat":-16.0010539,"lon":-55.0493375}
{"firmware":"0.94","device":"0B-58-7E-C8-C9-30","lat":-31.730594,"lon":-65.006098}
{"firmware":"2.9","device":"7D-E4-FC-76-71-AA","lat":32.30798,"lon":35.16593}
{"firmware":"0.1.6","device":"01-3C-10-06-C7-68","lat":21.951497,"lon":111.809478}
{"firmware":"7.1.3","device":"61-3D-53-CD-62-3C","lat":-31.730594,"lon":-65.006098}
{"firmware":"9.6","device":"C9-AC-0B-85-89-00","lat":14.5569016,"lon":121.0412323}
{"firmware":"2.0.7","device":"34-CA-90-7A-27-4C","lat":19.6786236,"lon":-101.1808488}
{"firmware":"2.1","device":"D4-C8-C6-18-26-BE","lat":42.9148171,"lon":20.6897443}
{"firmware":"0.66","device":"9A-95-E4-F4-85-81","lat":57.708244,"lon":27.8608831}
{"firmware":"9.2.0","device":"D2-D9-E3-B7-11-53","lat":13.9534752,"lon":101.7196704}
{"firmware":"0.78","device":"08-2A-3B-B3-0C-C5","lat":-11.1374632,"lon":-77.1973997}
{"firmware":"0.29","device":"5A-DC-BB-18-4B-57","lat":51.1879547,"lon":6.8173593}
{"firmware":"9.4","device":"2A-B0-2C-F5-5B-BB","lat":48.3909721,"lon":-4.4854059}
{"firmware":"4.6.3","device":"FA-08-4D-4C-0D-74","lat":30.202014,"lon":103.710302}
{"firmware":"0.5.1","device":"07-E9-00-99-3C-81","lat":2.5307213,"lon":98.5940814}
{"firmware":"6.2","device":"64-1B-BE-C5-19-30","lat":12.6729174,"lon":13.616014}
{"firmware":"1.6","device":"7A-B9-14-8A-5D-DF","lat":26.244258,"lon":116.512887}
{"firmware":"3.2","device":"71-45-ED-FC-6A-44","lat":-14.6737265,"lon":-39.465738}
{"firmware":"0.1.3","device":"C8-22-76-8A-FB-F5","lat":60.5717591,"lon":26.050814}
{"firmware":"0.55","device":"E7-90-20-89-A7-5C","lat":-9.7732,"lon":123.8661}
{"firmware":"2.8.2","device":"94-06-B0-F7-E7-71","lat":50.3901526,"lon":106.1051454}
{"firmware":"0.42","device":"A1-2D-AB-41-0F-55","lat":-5.5844754,"lon":105.4771084}
{"firmware":"8.1","device":"91-1C-2C-D5-F7-FA","lat":10.5955,"lon":124.7663}
{"firmware":"7.2.6","device":"A3-43-0B-68-41-A4","lat":38.6030067,"lon":140.3923791}
{"firmware":"6.2.5","device":"B1-F1-3A-68-31-8B","lat":15.8,"lon":43.333333}
{"firmware":"0.8.1","device":"D2-5D-A6-83-EE-F4","lat":40.824367,"lon":119.837124}
{"firmware":"2.98","device":"A5-9C-BD-7F-27-3C","lat":-1.8867371,"lon":-44.813111}
{"firmware":"0.55","device":"55-30-B8-C8-BE-27","lat":49.7268111,"lon":5.9860637}
{"firmware":"0.43","device":"4C-97-BB-2E-64-4F","lat":31.068734,"lon":119.569305}
{"firmware":"7.1.3","device":"92-F7-36-05-04-45","lat":51.2250373,"lon":22.7850797}
{"firmware":"9.1","device":"51-AF-0E-22-C4-D0","lat":-9.4954726,"lon":125.0265256}
{"firmware":"0.8.9","device":"C6-8D-91-D8-A1-9F","lat":50.4987034,"lon":15.6996613}
{"firmware":"6.19","device":"58-3F-97-A9-4D-C9","lat":44.4868448,"lon":43.9408057}
{"firmware":"0.6.9","device":"26-CB-AA-A5-E4-0A","lat":10.2043929,"lon":-67.5648932}
{"firmware":"4.7.6","device":"A5-FD-48-42-25-47","lat":45.9397564,"lon":19.203958}
{"firmware":"1.9","device":"6F-A8-06-C3-FA-BC","lat":51.149402,"lon":34.3175225}
{"firmware":"4.4","device":"BE-9F-7C-04-21-7E","lat":-7.9360667,"lon":112.1787896}
{"firmware":"0.71","device":"54-BF-34-6F-60-93","lat":38.4618994,"lon":-9.1029917}
{"firmware":"4.6","device":"13-47-AF-E3-9C-37","lat":49.8541052,"lon":19.3158581}
{"firmware":"7.1","device":"37-B5-14-0B-53-B4","lat":23.0029267,"lon":105.2545888}
{"firmware":"6.06","device":"0C-B3-88-01-32-0B","lat":21.0362368,"lon":105.7905825}
{"firmware":"1.53","device":"11-A7-18-94-B8-C9","lat":29.2444816,"lon":52.7830627}
{"firmware":"1.8","device":"B2-6F-0D-21-9C-80","lat":-6.7837708,"lon":107.8569988}
{"firmware":"0.14","device":"39-DE-1A-79-85-93","lat":44.906512,"lon":127.60654}
{"firmware":"0.6.8","device":"27-81-B4-89-9C-E4","lat":52.7815,"lon":20.11774}
{"firmware":"0.67","device":"7B-EC-F8-CD-4B-DA","lat":25.7784224,"lon":-103.2605763}
{"firmware":"7.6","device":"F7-F4-AE-2C-6C-10","lat":56.0972538,"lon":40.1985263}
{"firmware":"0.5.3","device":"34-DB-73-0F-A7-49","lat":13.6119882,"lon":99.6118667}
{"firmware":"0.84","device":"A4-B9-82-B2-23-F3","lat":1.5484759,"lon":103.7983752}
{"firmware":"0.83","device":"2B-C9-52-08-80-7D","lat":-9.8591671,"lon":124.2729225}
{"firmware":"0.5.9","device":"9B-1F-D0-EC-02-E5","lat":-9.9935309,"lon":-77.5862992}
{"firmware":"0.93","device":"DD-0B-F8-FA-00-4F","lat":43.6297603,"lon":0.5815411}
{"firmware":"6.8.5","device":"4F-DB-E6-08-D4-2C","lat":30.4703023,"lon":106.6403668}
{"firmware":"7.6.5","device":"66-19-D6-3B-7D-E0","lat":52.083111,"lon":20.3863042}
{"firmware":"0.2.0","device":"06-F3-A0-96-60-78","lat":31.364902,"lon":108.249509}
{"firmware":"5.83","device":"D6-06-2A-08-FC-CB","lat":60.71418,"lon":29.95525}
{"firmware":"7.6","device":"ED-D5-95-5C-05-1E","lat":48.1717603,"lon":27.2980562}
{"firmware":"1.8.2","device":"AF-4B-E2-D9-1A-D8","lat":8.18806,"lon":124.60972}
{"firmware":"0.8.8","device":"84-C1-E8-AD-3B-72","lat":45.3859182,"lon":-71.936914}
{"firmware":"0.7.7","device":"7D-5F-36-F6-1F-8F","lat":33.358433,"lon":36.2522371}
{"firmware":"0.56","device":"F3-8D-39-B8-0C-AF","lat":54.40007,"lon":-116.80238}
{"firmware":"7.17","device":"39-70-54-B3-28-F6","lat":29.099294,"lon":119.692696}
{"firmware":"0.5.6","device":"FA-74-AB-52-A6-1E","lat":46.089148,"lon":85.693742}
{"firmware":"0.62","device":"F1-BA-8E-B5-11-50","lat":49.16291,"lon":127.98658}
{"firmware":"0.33","device":"7C-38-5A-47-BE-78","lat":21.8756188,"lon":-102.2848729}
{"firmware":"8.7.5","device":"8D-B7-DD-0D-13-D5","lat":56.9846069,"lon":16.3374996}
{"firmware":"4.1","device":"83-F7-34-AE-37-8E","lat":39.8754035,"lon":-8.5885462}
{"firmware":"1.3.4","device":"4B-25-AF-A5-03-43","lat":30.466667,"lon":53.45}
{"firmware":"2.74","device":"1F-CB-92-13-5E-88","lat":19.782027,"lon":-99.0598732}
{"firmware":"0.94","device":"26-38-D9-30-85-88","lat":9.9748039,"lon":-84.0322316}
{"firmware":"0.95","device":"3F-92-AC-3F-34-19","lat":49.0333308,"lon":17.3756941}
{"firmware":"6.44","device":"BA-9F-50-55-DF-DD","lat":57.3921266,"lon":63.7602594}
{"firmware":"0.30","device":"76-A2-E3-08-4B-7A","lat":34.329605,"lon":108.708991}
{"firmware":"4.0","device":"92-69-8A-77-39-08","lat":58.9015864,"lon":5.7123282}
{"firmware":"7.2","device":"1E-FB-6C-2F-81-E2","lat":58.322001,"lon":12.3145938}
{"firmware":"0.6.0","device":"A1-81-B2-FA-DF-52","lat":16.75245,"lon":100.2625222}
{"firmware":"8.95","device":"4C-A1-EA-9E-73-DD","lat":12.2200003,"lon":123.4869995}
{"firmware":"0.6.7","device":"0A-79-BD-6F-20-B4","lat":13.4712468,"lon":101.0978724}
{"firmware":"2.7","device":"6F-A5-EC-08-C8-8B","lat":1.558031,"lon":110.382845}
{"firmware":"0.9.5","device":"4F-08-EC-DA-1F-74","lat":-8.139894,"lon":36.681728}
{"firmware":"5.0.2","device":"8D-F5-6B-A3-BB-8D","lat":30.260023,"lon":120.205192}
{"firmware":"0.6.6","device":"BF-52-EF-69-8D-7A","lat":-6.7726186,"lon":110.8791343}
{"firmware":"4.1.8","device":"A5-70-C6-9B-92-35","lat":14.1811693,"lon":-16.8502879}
{"firmware":"6.7","device":"95-D3-53-F8-EB-59","lat":29.866917,"lon":118.403786}
{"firmware":"0.9.9","device":"1F-AC-E5-4E-1C-1B","lat":23.036996,"lon":112.515033}
{"firmware":"0.36","device":"D9-BC-D6-47-2C-6A","lat":-20.0791909,"lon":30.8384093}
{"firmware":"6.7.6","device":"55-5D-3E-A2-B3-C6","lat":52.0391192,"lon":39.7408362}
{"firmware":"0.60","device":"6B-46-A6-CA-CE-0C","lat":53.6923042,"lon":38.1938089}
{"firmware":"1.31","device":"05-B1-C7-B3-83-F3","lat":37.032706,"lon":80.34115}
{"firmware":"9.7","device":"C8-5F-DA-D4-52-24","lat":-24.0088421,"lon":-46.4124616}
{"firmware":"1.5.5","device":"B0-1D-09-65-B4-0A","lat":30.169665,"lon":121.266579}
{"firmware":"2.9.1","device":"13-91-D2-59-75-88","lat":43.1780169,"lon":70.455208}
{"firmware":"0.8.4","device":"56-02-29-96-F7-7B","lat":27.8827043,"lon":53.4284076}
{"firmware":"5.1","device":"FD-35-AA-6B-F9-B8","lat":55.8065475,"lon":38.1784959}
{"firmware":"6.0.0","device":"BB-DD-7B-45-53-FB","lat":-20.017643,"lon":-44.4370606}
{"firmware":"4.36","device":"D4-4F-90-41-28-BA","lat":43.2456198,"lon":26.9297347}
{"firmware":"0.73","device":"44-78-13-BB-4D-32","lat":10.3826093,"lon":124.9206233}
{"firmware":"0.96","device":"17-72-6F-40-BA-6E","lat":8.8443024,"lon":-79.8548823}
{"firmware":"0.5.2","device":"8D-49-55-23-34-5D","lat":-25.3849055,"lon":-54.3030016}
{"firmware":"0.46","device":"C3-E3-8E-D3-1F-CE","lat":50.1468784,"lon":15.4675081}
{"firmware":"1.8.8","device":"A5-13-D4-82-C8-D2","lat":52.5593051,"lon":13.4761485}
{"firmware":"0.8.7","device":"9D-EF-F6-2D-98-2D","lat":-12.0663691,"lon":34.7395478}
{"firmware":"3.44","device":"68-53-37-1C-42-99","lat":6.4360112,"lon":-73.28833}
{"firmware":"4.7","device":"E9-F1-92-4C-D4-61","lat":5.9840985,"lon":116.0761121}
{"firmware":"0.5.1","device":"B3-5B-B4-EA-FB-7F","lat":5.07028,"lon":119.89694}
{"firmware":"6.5","device":"AE-61-D1-B7-BF-C3","lat":-28.733291,"lon":29.35628}
{"firmware":"0.7.5","device":"49-F8-21-6B-59-B0","lat":23.9179637,"lon":120.6775054}
{"firmware":"8.7","device":"FF-EE-B6-DE-2D-86","lat":41.3245904,"lon":19.4564686}
{"firmware":"0.9.8","device":"DA-23-92-B1-20-9F","lat":47.1575927,"lon":115.3064094}
{"firmware":"4.1","device":"D5-7D-B4-9B-71-16","lat":35.819227,"lon":108.019549}
{"firmware":"0.11","device":"52-8D-74-A8-4E-B1","lat":19.5797297,"lon":-72.1697501}
{"firmware":"0.87","device":"6D-D0-30-01-F6-F0","lat":9.9141597,"lon":-75.4111644}
{"firmware":"3.0","device":"67-A7-C7-FC-2C-E4","lat":31.035395,"lon":112.199427}
{"firmware":"4.6.1","device":"D3-98-95-82-1F-7D","lat":-6.2624908,"lon":106.1713267}
{"firmware":"0.2.2","device":"47-0E-A3-32-B9-83","lat":10.266893,"lon":123.949939}
{"firmware":"3.28","device":"7F-D1-2F-3A-E0-E9","lat":39.886388,"lon":115.791592}
{"firmware":"0.8.3","device":"98-E3-A7-6D-71-0C","lat":10.68825,"lon":8.956989}
{"firmware":"0.8.1","device":"04-5F-1A-3B-1B-7E","lat":-6.85247,"lon":111.5587544}
{"firmware":"4.5.5","device":"34-46-F3-8A-31-F2","lat":32.6938737,"lon":51.6044276}
{"firmware":"5.64","device":"6D-33-6D-27-5F-C8","lat":22.3908295,"lon":113.9725126}
{"firmware":"0.73","device":"42-61-58-26-5C-F8","lat":51.06681,"lon":15.37221}
{"firmware":"4.3.6","device":"55-A0-EB-E3-9E-81","lat":38.5603056,"lon":-121.4970294}
{"firmware":"8.9.2","device":"E3-5A-83-7D-45-AA","lat":27.106637,"lon":114.964086}
{"firmware":"8.3","device":"B8-54-17-94-08-BA","lat":38.94081,"lon":117.325744}
{"firmware":"7.0.8","device":"5C-11-5C-D1-86-9F","lat":-8.5408,"lon":115.1191}
{"firmware":"7.8","device":"5F-68-87-98-14-C0","lat":-34.7319408,"lon":-58.611532}
{"firmware":"0.67","device":"C1-BA-E3-8C-F6-78","lat":35.9411947,"lon":139.3061655}
{"firmware":"8.33","device":"A1-7B-A3-07-23-40","lat":4.2443418,"lon":-72.9460566}
{"firmware":"0.5.8","device":"04-3B-E3-90-76-14","lat":22.588115,"lon":-83.2425711}
{"firmware":"0.89","device":"70-66-E8-2C-9D-FA","lat":49.8162612,"lon":15.4768669}
{"firmware":"2.5.0","device":"CF-C4-62-62-51-7D","lat":35.275142,"lon":62.3271815}
{"firmware":"0.5.3","device":"B2-7F-D7-2B-C9-19","lat":37.4325375,"lon":112.0662843}
{"firmware":"4.04","device":"64-83-AA-F1-B5-BF","lat":6.6242047,"lon":-72.7924612}
{"firmware":"4.41","device":"E2-8B-4F-F7-5F-80","lat":-18.7190705,"lon":-39.856734}
{"firmware":"3.80","device":"F0-BB-EF-C5-D9-D8","lat":50.2496386,"lon":66.9140468}
{"firmware":"7.5","device":"3D-F0-24-95-02-11","lat":44.9544161,"lon":42.0328581}
{"firmware":"0.5.2","device":"CE-13-F9-35-68-75","lat":31.236833,"lon":121.532286}
{"firmware":"0.12","device":"82-82-3A-CB-4D-F9","lat":31.768319,"lon":35.21371}
{"firmware":"0.28","device":"88-C2-AE-CB-EA-53","lat":23.021478,"lon":113.121435}
{"firmware":"6.87","device":"81-A7-45-25-62-81","lat":-7.3943,"lon":108.6614}
{"firmware":"0.81","device":"55-A3-42-56-72-B7","lat":32.2746515,"lon":35.8960765}
{"firmware":"0.1.0","device":"86-17-9F-75-D1-01","lat":-22.2528986,"lon":-45.7049987}
{"firmware":"0.52","device":"94-B1-38-10-C7-12","lat":13.919217,"lon":-15.9259271}
{"firmware":"0.72","device":"4A-4D-1E-DB-24-D9","lat":40.8106238,"lon":69.2341133}
{"firmware":"3.3.0","device":"A3-89-3D-93-79-4A","lat":-33.7902407,"lon":-57.4895998}
{"firmware":"1.02","device":"FE-31-BB-3E-D2-DC","lat":14.6014909,"lon":103.0933171}
{"firmware":"8.1","device":"82-30-E9-B0-7C-69","lat":19.6990411,"lon":-72.1579033}
{"firmware":"1.6","device":"C0-BB-2C-DD-5F-29","lat":22.483182,"lon":113.916509}
{"firmware":"0.6.0","device":"C8-D8-B3-62-83-11","lat":29.3701124,"lon":-10.1759285}
{"firmware":"0.3.1","device":"F3-B8-2C-18-E2-0B","lat":-7.440509,"lon":110.5826261}
{"firmware":"9.55","device":"E2-F0-06-07-BA-FD","lat":49.4285053,"lon":25.9712877}
{"firmware":"5.85","device":"12-A6-00-17-8A-35","lat":40.8195312,"lon":22.4188383}
{"firmware":"4.97","device":"16-6D-48-A2-73-23","lat":52.6973953,"lon":21.8470553}
{"firmware":"0.2.6","device":"B7-80-20-57-9F-54","lat":32.109371,"lon":35.239715}
{"firmware":"3.3","device":"B3-2D-A2-16-58-17","lat":-6.155077,"lon":106.817744}
{"firmware":"6.1","device":"CB-7E-18-2A-34-70","lat":-6.9665934,"lon":112.2205183}
{"firmware":"6.3","device":"66-E0-2F-86-AD-B7","lat":35.2901,"lon":116.317369}
{"firmware":"0.59","device":"B1-6F-D4-1F-C5-17","lat":29.990948,"lon":116.659999}
{"firmware":"0.41","device":"12-DD-3A-E5-17-5F","lat":10.1197024,"lon":-69.0393069}
{"firmware":"3.35","device":"AC-AC-27-FE-8C-6B","lat":48.7974858,"lon":16.1084808}
{"firmware":"0.46","device":"58-3C-15-47-B1-23","lat":41.2115446,"lon":-8.1699995}
{"firmware":"0.6.3","device":"7B-61-79-2C-7B-16","lat":31.623728,"lon":121.397421}
{"firmware":"0.6.0","device":"92-96-AA-06-89-95","lat":17.45685,"lon":121.74607}
{"firmware":"5.1.3","device":"7B-59-FD-3A-49-50","lat":14.9192781,"lon":100.2905604}
{"firmware":"0.1.7","device":"57-A4-3C-0D-BD-2A","lat":40.211601,"lon":46.8237055}
{"firmware":"4.6","device":"E4-D1-E3-DF-C7-0B","lat":40.547653,"lon":81.280527}
{"firmware":"2.1.1","device":"27-12-9A-72-44-EB","lat":42.1165506,"lon":-88.0549221}
{"firmware":"1.6.1","device":"C2-22-0D-34-A1-B0","lat":14.2524816,"lon":100.7323332}
{"firmware":"7.54","device":"19-53-B6-F1-D8-A9","lat":41.1544623,"lon":-7.9159974}
{"firmware":"4.2.9","device":"E3-B4-BF-9E-D0-6F","lat":18.5543202,"lon":-74.3730427}
{"firmware":"5.1","device":"50-F2-C1-4B-CB-FD","lat":38.6218706,"lon":20.9089378}
{"firmware":"5.4.3","device":"C6-EE-7E-67-6B-37","lat":13.8038957,"lon":100.647812}
{"firmware":"0.36","device":"1D-79-B2-72-F5-E2","lat":14.5353294,"lon":121.023576}
{"firmware":"0.8.3","device":"76-BF-DF-88-8F-D2","lat":30.334768,"lon":106.93038}
{"firmware":"0.65","device":"A0-DF-DE-9F-0E-AF","lat":43.613063,"lon":7.056227}
{"firmware":"4.4.8","device":"BD-AD-44-68-72-55","lat":9.939624,"lon":126.065213}
{"firmware":"2.8.8","device":"A6-17-CF-4E-8E-F8","lat":55.7242814,"lon":37.1853286}
{"firmware":"0.8.6","device":"CD-90-55-2C-63-F1","lat":-1.2088413,"lon":116.8776192}
{"firmware":"1.7.9","device":"04-A1-A0-3B-FC-50","lat":6.9185192,"lon":79.9390794}
{"firmware":"9.3","device":"0A-5E-E0-81-23-F0","lat":58.1531344,"lon":8.079923}
{"firmware":"2.3.7","device":"AB-D1-6D-D4-69-1D","lat":14.8881276,"lon":101.7187284}
{"firmware":"0.40","device":"DA-4A-0E-30-BA-98","lat":39.630867,"lon":118.180193}
{"firmware":"9.4","device":"33-D8-E7-42-A6-BA","lat":50.8525432,"lon":21.384343}
{"firmware":"4.7.8","device":"90-13-53-02-56-80","lat":40.417358,"lon":117.500558}
{"firmware":"5.6.6","device":"F3-C8-D3-C8-45-EB","lat":29.6237766,"lon":-95.4830243}
{"firmware":"4.5.4","device":"6B-4B-C9-46-C3-0D","lat":19.5463056,"lon":105.0791228}
{"firmware":"7.23","device":"AC-F2-90-F0-06-B7","lat":28.3683182,"lon":83.2934086}
{"firmware":"7.5","device":"0E-04-74-5B-26-B1","lat":3.8458333,"lon":154.9416667}
{"firmware":"9.0","device":"4B-D9-54-B7-21-E0","lat":49.5631235,"lon":21.7899388}
{"firmware":"3.8.2","device":"BE-E3-57-68-96-76","lat":-7.740099,"lon":-40.2884386}
{"firmware":"9.2","device":"48-B5-A8-8E-25-F6","lat":30.9579533,"lon":31.2282958}
{"firmware":"0.31","device":"DD-39-E1-F9-1F-4B","lat":38.6032329,"lon":-9.1057581}
{"firmware":"8.66","device":"88-AA-30-99-C2-8F","lat":-7.1234674,"lon":111.8479156}
{"firmware":"8.54","device":"16-42-1A-6C-5A-A2","lat":37.612712,"lon":113.707184}
{"firmware":"0.9.8","device":"9A-46-E6-23-50-30","lat":48.0486753,"lon":38.45053}
{"firmware":"8.15","device":"0C-38-3B-41-69-6A","lat":13.2570942,"lon":-61.125756}
{"firmware":"0.82","device":"42-CA-44-47-53-B8","lat":14.7268634,"lon":100.7830826}
{"firmware":"0.6.4","device":"79-59-8C-25-8A-25","lat":53.2724538,"lon":-6.1215213}
{"firmware":"4.9","device":"42-07-AC-7D-9E-60","lat":-7.400943,"lon":112.590061}
{"firmware":"7.62","device":"A9-1E-C0-C5-7F-2F","lat":13.6741713,"lon":100.608395}
{"firmware":"0.7.5","device":"E0-40-FD-66-20-1A","lat":-10.1748845,"lon":123.5714032}
{"firmware":"1.4","device":"E3-44-1E-5E-30-73","lat":14.5713332,"lon":120.9855937}
{"firmware":"0.2.0","device":"B1-FD-9E-52-3D-02","lat":6.7139748,"lon":6.3279244}
{"firmware":"0.21","device":"10-BC-80-EA-CF-D4","lat":47.0602152,"lon":37.3087599}
{"firmware":"0.99","device":"6C-CA-33-9B-45-72","lat":15.60444,"lon":-13.3211909}
{"firmware":"5.3.5","device":"45-3B-06-49-26-59","lat":31.793861,"lon":117.309522}
{"firmware":"7.97","device":"FB-A2-A3-37-40-BF","lat":6.647477,"lon":101.2353772}
{"firmware":"4.9","device":"94-16-7E-B0-12-36","lat":43.65289,"lon":122.243444}
{"firmware":"0.97","device":"60-55-9E-15-45-52","lat":30.638674,"lon":119.680353}
{"firmware":"8.3","device":"3C-9F-68-51-3B-6B","lat":59.397367,"lon":16.4816867}
{"firmware":"0.36","device":"45-77-41-F9-28-8B","lat":12.78987,"lon":45.00244}
{"firmware":"0.7.9","device":"CB-0B-82-FF-2B-4D","lat":42.25785,"lon":118.886931}
{"firmware":"9.8.6","device":"7E-DA-25-BB-6F-E6","lat":-8.1031,"lon":112.6167}
{"firmware":"0.15","device":"88-66-63-1D-98-4F","lat":23.119924,"lon":113.309317}
{"firmware":"8.4.3","device":"1B-18-2E-0B-80-EC","lat":-7.3856497,"lon":107.7991545}
{"firmware":"0.46","device":"E0-D3-E2-59-DA-48","lat":48.2150764,"lon":23.4793844}
{"firmware":"6.6.3","device":"3C-CE-9E-D2-EB-4E","lat":-8.6601628,"lon":117.4615118}
{"firmware":"0.82","device":"6E-90-9D-A0-BC-88","lat":-8.3635208,"lon":123.0085415}
{"firmware":"3.6","device":"9F-D3-76-03-BE-9A","lat":27.706424,"lon":115.467884}
{"firmware":"6.4.1","device":"85-48-D2-85-D3-25","lat":55.16667,"lon":-118.80271}
{"firmware":"0.7.1","device":"07-3A-41-F0-63-26","lat":53.1664955,"lon":20.2914434}
{"firmware":"5.10","device":"2D-A1-96-01-9F-2D","lat":-26.433666,"lon":29.460311}
{"firmware":"3.1","device":"9E-19-F9-C7-7C-7B","lat":-19.9433029,"lon":-44.3413836}
{"firmware":"6.05","device":"EC-B3-E3-27-C9-B8","lat":-41.2913531,"lon":174.7799667}
{"firmware":"0.1.2","device":"19-21-19-E9-1D-2D","lat":-22.2528986,"lon":-45.7049987}
{"firmware":"6.2.8","device":"BF-19-F8-89-A2-D3","lat":30.9252192,"lon":-83.2291862}
{"firmware":"1.9.1","device":"BB-1B-7A-4D-69-A2","lat":-2.4170155,"lon":115.5444231}
{"firmware":"0.21","device":"DC-D8-19-02-BB-E7","lat":22.6188131,"lon":-83.7066289}
{"firmware":"0.65","device":"46-AA-29-70-C4-3E","lat":-7.2310934,"lon":108.1324906}
{"firmware":"0.84","device":"E4-31-E4-72-7A-6C","lat":40.8395426,"lon":-73.7023905}
{"firmware":"0.91","device":"2E-B3-BB-28-B0-21","lat":45.1888273,"lon":39.6438647}
{"firmware":"5.11","device":"45-D6-26-2F-51-68","lat":24.9372186,"lon":118.6422409}
{"firmware":"2.0.0","device":"35-82-9C-29-31-39","lat":-8.3020216,"lon":112.4827889}
{"firmware":"0.1.9","device":"CD-3E-E2-CF-BE-2C","lat":50.300542,"lon":2.801689}
{"firmware":"7.05","device":"58-E4-8F-F2-C8-80","lat":41.654661,"lon":126.154678}
{"firmware":"0.5.9","device":"85-35-82-D4-82-F4","lat":28.074649,"lon":119.141473}
{"firmware":"1.3","device":"E2-96-BD-D7-8A-12","lat":-24.7023134,"lon":-48.0076188}
{"firmware":"3.2","device":"C3-4A-ED-ED-D3-8B","lat":3.3850829,"lon":45.5959878}
{"firmware":"2.6","device":"48-56-5E-84-F3-51","lat":-22.7238417,"lon":-51.4099625}
{"firmware":"0.57","device":"A3-CE-C7-8B-E2-D9","lat":35.6940331,"lon":138.5178782}
{"firmware":"5.0","device":"BB-40-CE-B7-EF-29","lat":-4.0078909,"lon":-79.2112769}
{"firmware":"0.78","device":"96-DC-3A-64-A7-13","lat":16.2569214,"lon":43.9436788}
{"firmware":"0.32","device":"A5-A2-FC-3F-E7-79","lat":-9.68,"lon":124.7403}
{"firmware":"0.48","device":"0D-8F-BA-65-61-16","lat":24.2442046,"lon":90.8163059}
{"firmware":"8.26","device":"5C-21-AF-46-87-61","lat":15.7790394,"lon":-88.0265257}
{"firmware":"8.9.1","device":"C0-F9-DE-02-9B-3B","lat":57.1879589,"lon":27.6825031}
{"firmware":"3.3.0","device":"B1-E1-4B-24-C9-71","lat":-25.1042007,"lon":-65.5381671}
{"firmware":"6.7.4","device":"4D-C6-D6-1E-DD-57","lat":-34.6020021,"lon":-58.5006278}
{"firmware":"4.25","device":"DC-E7-A7-72-E7-99","lat":41.3537964,"lon":-8.540112}
{"firmware":"6.0","device":"7A-D0-9E-16-19-05","lat":29.272581,"lon":104.874073}
{"firmware":"1.9","device":"41-FF-8E-00-3A-07","lat":10.3827887,"lon":-9.3118282}
{"firmware":"6.1.5","device":"3C-D5-95-52-F8-4C","lat":-19.894468,"lon":48.8070527}
{"firmware":"0.60","device":"EE-83-41-5B-5B-F9","lat":15.1805822,"lon":102.2575235}
{"firmware":"5.5.2","device":"1D-B3-65-F1-91-F1","lat":-7.1550291,"lon":112.5721881}
{"firmware":"9.9.5","device":"C1-4D-95-6C-CB-BE","lat":24.1092009,"lon":117.1199596}
{"firmware":"9.3.2","device":"E5-7A-AE-2E-02-93","lat":30.677233,"lon":121.015142}
{"firmware":"0.9.1","device":"53-22-3F-21-C3-5F","lat":-3.9479261,"lon":29.6238368}
{"firmware":"5.8","device":"CA-20-FD-F6-94-89","lat":51.4984999,"lon":-0.1401487}
{"firmware":"8.8.2","device":"6B-4F-C3-0E-33-55","lat":35.811058,"lon":101.115673}
{"firmware":"1.13","device":"88-6F-E3-BF-43-88","lat":50.4919489,"lon":13.2886723}
{"firmware":"9.6","device":"E3-D5-68-DF-95-4E","lat":39.9041999,"lon":116.4073963}
{"firmware":"6.5","device":"0E-43-56-DF-CD-57","lat":42.8212455,"lon":73.8536683}
{"firmware":"1.0.2","device":"BB-F0-37-69-BB-87","lat":43.840232,"lon":5.037751}
{"firmware":"0.6.0","device":"06-75-70-23-4B-28","lat":34.4154198,"lon":132.4043341}
{"firmware":"7.0.7","device":"EB-E4-65-EC-F8-66","lat":-19.8078961,"lon":-43.9875878}
{"firmware":"0.51","device":"34-AF-BB-BF-7E-99","lat":29.4418162,"lon":-98.4801308}
{"firmware":"0.4.9","device":"DC-E5-6C-06-E6-83","lat":32.661925,"lon":120.601922}
{"firmware":"0.3.9","device":"5F-21-85-19-2A-E5","lat":48.4935627,"lon":135.0631263}
{"firmware":"0.75","device":"4A-64-A8-D0-55-71","lat":33.888718,"lon":104.549972}
{"firmware":"0.52","device":"5A-DA-3A-88-42-F6","lat":49.2513639,"lon":22.6952648}
{"firmware":"0.16","device":"1F-66-52-79-F1-A0","lat":48.66667,"lon":116.83333}
{"firmware":"5.7.8","device":"E5-DB-CD-EE-79-2B","lat":39.2586992,"lon":-9.3242373}
{"firmware":"4.68","device":"42-8D-E8-D1-B5-AB","lat":26.641774,"lon":118.17771}
{"firmware":"1.39","device":"A7-85-E6-BA-63-2A","lat":-12.1432701,"lon":17.281417}
{"firmware":"0.8.6","device":"BE-6D-DD-AF-62-7C","lat":10.3689319,"lon":123.876049}
{"firmware":"5.31","device":"76-FE-40-2A-7C-58","lat":-34.0803725,"lon":24.9116378}
{"firmware":"1.5","device":"45-EE-73-0F-89-CB","lat":52.5666667,"lon":78.9472223}
